0,128449,16420456181932970466
1,128450,2411124002006105373
2,128451,733433256482262436
3,128452,15245055816112148478
4,128453,9815105154135256421
5,128454,17640805355937439261
6,128455,8521036384342535286
7,128456,17039961340102745403
8,128457,6897628261236889705
9,128458,2858753831574985463
10,128459,16460836351272172752
11,128460,494183249058738889
12,128461,5377269960519564365
13,128462,7355529183058980945
14,128463,14891848190108620966
15,128464,11567848481578717227
16,128465,16748258221571956759
17,128466,10263718634153503672
18,128467,15493775515767219487
19,128468,931338419723006305
20,128469,14872407851048452951
21,128470,17170518867184388672
22,128471,6715160598842478979
23,128472,12745739472924673148
24,128473,2385432770891254927
25,128474,15360352875398883147
26,128475,5872589812648099187
27,128476,13598981388308551787
28,128477,11008456883369629730
29,128478,6709207068521335155
30,128479,14664618558984525829
31,128480,12884702901307773036
32,128481,15160990273906564155
33,128482,16592217112828784140
34,128483,15345833557044176635
35,128484,16785757103074093211
36,128485,17983981484933607768
37,128486,12103270088628311787
38,128487,14978563672570631754
39,128488,1895292019139389206
40,128489,4381626674257552120
41,128490,6997684054519617833
42,128491,12898628546828210866
43,128492,8945660886426674361
44,128493,7659498265486629946
45,128494,11781230838912084373
46,128495,14006428210180769617
47,128496,10284482123492064123
48,128497,12791993897234624218
49,128498,16846657298294432185
50,128499,454026471226022298
51,128500,15446903494861203358
52,128501,7068888914019286304
53,128502,5511352641518343616
54,128503,116160867766617794
55,128504,8071509895166455035
56,128505,13612540152581205228
57,128506,6931556783292526024
58,128507,9098846670707093822
59,128508,258985848962132757
60,128509,4601296756179986656
61,128510,6403514936513025787
62,128511,14696275249125803890
63,128512,17310412911882327998
64,128513,1854304890243196615
65,128514,13565784555331667781
66,128515,18012085638667634322
67,128516,13021293881232411336
68,128517,17556959366784326034
69,128518,17115765966606787388
70,128519,7563735693255482149
71,128520,6236751549139484780
72,128521,14187545271155788390
73,128522,6173170211438972206
74,128523,1525299659575230379
75,128524,16575473471451259584
76,128525,14523763037274809608
77,128526,13234903307546590354
78,128527,8190173443535380111
79,128528,13851513264334410784
80,128529,12136082109303612274
81,128530,6653690516082911318
82,128531,6978827141276457683
83,128532,11983593847160203874
84,128533,1026318256984586119
85,128534,1443629022468074663
86,128535,1695310960929067651
87,128536,14851566405039638304
88,128537,1204709965359364365
89,128538,4137962092074131137
90,128539,2806355020605020332
91,128540,12554686105353878001
92,128541,2323531212913082882
93,128542,4747419289847137752
94,128543,8079076901508449193
95,128544,2023010358597602309
96,128545,5802719264670987800
97,128546,6469861007925553897
98,128547,14040607621898693715
99,128548,1823482490878125053
100,128549,17182410259291938542
101,128550,6015097215367016542
102,128551,7870038749500084345
103,128552,4993182348516439991
104,128553,14538059234913291116
105,128554,8362351187802797288
106,128555,1535429375098924128
107,128556,1298222236184597596
108,128557,6082800100629380806
109,128558,3543713824062633531
110,128559,15455886412704625120
111,128560,1137894029302588453
112,128561,10223825968711130472
113,128562,10525918062081353938
114,128563,8524430044402080349
115,128564,17502802457643472897
116,128565,6359956492039765696
117,128566,16315205786057931802
118,128567,7951287165767313530
119,128568,18344915104213140698
120,128569,14766682464863548860
121,128570,17370079530975277663
122,128571,7000163326847685113
123,128572,7478767799809620293
124,128573,5292141099979150272
125,128574,8310886524963597727
126,128575,14113808710251135146
127,128576,10697251427810694803
128,128577,6975140108755190321
129,128578,11481129775425145210
130,128579,13635329635493619004
131,128580,16848940794329845365
132,128581,9815578971175922411
133,128582,9552117830431398028
134,128583,1892396953490484205
135,128584,2244411264829941915
136,128585,11874107645920904323
137,128586,8226592096513071249
138,128587,1407947380314388825
139,128588,2814405388748357164
140,128589,1466663197566221730
141,128590,16221538476806826320
142,128591,2978666705897602126
143,128592,17025433550959289609
144,128593,66025467851032672
145,128594,14805392171627054205
146,128595,5599199739481662712
147,128596,4514918745609491699
148,128597,14170989203461571079
149,128598,12976950232989497421
150,128599,16347066830003917989
151,128600,16844489424352137213
152,128601,4156247434155947368
153,128602,7774998443742668720
154,128603,3059618463528582982
155,128604,3889214983564870310
156,128605,15493388641819613409
157,128606,16887080498733088478
158,128607,12573143337627842993
159,128608,7549456742440518029
160,128609,4097544427608853937
161,128610,15408565503753369642
162,128611,14328266627708458784
163,128612,13601623840038972301
164,128613,15840260009273960981
165,128614,17939669457261017442
166,128615,7562416846024992527
167,128616,11012963893152515992
168,128617,13621850537490405361
169,128618,4919922789448041614
170,128619,14077320242114317176
171,128620,17164747043364832821
172,128621,16135157146986480594
173,128622,2142836278007322007
174,128623,17843336914481059372
175,128624,5589131803845089625
176,128625,11234359051001217681
177,128626,3094571275330425133
178,128627,15835163752915606542
179,128628,13399572629443512160
180,128629,1201206682365724861
181,128630,9557231073166288185
182,128631,10984771007193877106
183,128632,8447170850382849963
184,128633,10924932050391218711
185,128634,5892909379223668473
186,128635,15123226551330320943
187,128636,1710731699464824903
188,128637,3262675851201427275
189,128638,4071426149641335284
190,128639,8745477226794507101
191,128640,16923999285300740546
192,128641,18290605563417603821
193,128642,11145786883111481581
194,128643,16981289497441770609
195,128644,6763239891930346213
196,128645,143919819729525902
197,128646,12082923893983372880
198,128647,3100033315730306528
199,128648,9158035648169052176
200,128649,14587757897951822225
201,128650,15088714209804624270
202,128651,6765591297227360438
203,128652,2374884556238391253
204,128653,3636163458061467809
205,128654,385457389251441413
206,128655,11686823361618309971
207,128656,8828944692122279865
208,128657,3918876619530130215
209,128658,4897210996304781885
210,128659,3483836827108223064
211,128660,16414101835971101167
212,128661,13210511186556708435
213,128662,1264949806602935347
214,128663,4531228337927191477
215,128664,16977560159564245944
216,128665,3779829860068567872
217,128666,8593997681454279383
218,128667,14076176524486503117
219,128668,9820424289141173561
220,128669,10164564024439270508
221,128670,4337394744956892800
222,128671,5090919303192155616
223,128672,310755249549262663
224,128673,7792588178180975049
225,128674,866960731456057170
226,128675,1092040290208343322
227,128676,5884214194973021641
228,128677,8173044942901531660
229,128678,3109785092275931642
230,128679,5558511723350932287
231,128680,8290026591476739721
232,128681,8726809260737348868
233,128682,12990582805828626710
234,128683,12924527149058252047
235,128684,10950900925329103080
236,128685,17947479741724480073
237,128686,12215028119135150973
238,128687,16192826908255855724
239,128688,7643137707157152722
240,128689,14721882038325756255
241,128690,2545242092799592409
242,128691,4816929819503174432
243,128692,4183667575180429564
244,128693,9822005850723740274
245,128694,12815240163881673720
246,128695,4500582329358339238
247,128696,3598948916977599670
248,128697,14575554459205791013
249,128698,7477944588720280314
250,128699,8025826629943465748
251,128700,11554740911645491661
252,128701,12521966121657427871
253,128702,7958912940851578196
254,128703,5445068202499223546
255,128704,18396657373085086762
256,128705,3639079548113942112
257,128706,10292540388180912211
258,128707,8727388712826613118
259,128708,1637264601823999210
260,128709,5764979349534527311
261,128710,11043673089568701266
262,128711,908101659126527136
263,128712,6788085200378791081
264,128713,2365465697100926621
265,128714,479482042053539446
266,128715,13505148580854078905
267,128716,4855066495756025394
268,128717,13124481608088398357
269,128718,12496464813063327304
270,128719,15138202328152578648
271,128720,14591479389800938978
272,128721,11174297172359604839
273,128722,9297216121265980134
274,128723,7944988822421811670
275,128724,1860197049763666493
276,128725,8974809479436663162
277,128726,7385980062484344157
278,128727,10831400563585788155
279,128728,8193285824398988162
280,128729,4315125668300779025
281,128730,11699140306168282472
282,128731,4228591606668823512
283,128732,4638454234020378965
284,128733,18051440702974647782
285,128734,8238365178188275711
286,128735,1492116402194490520
287,128736,2209873233771010579
288,128737,8536751674130118511
289,128738,14360529216112028901
290,128739,7350923382864239206
291,128740,11519662112662393718
292,128741,14728709278038815478
293,128742,9122833528876245765
294,128743,689546251565377310
295,128744,13267015065805744953
296,128745,12789912046227004271
297,128746,5819238332397269553
298,128747,15432112290316000909
299,128748,745219497158706726
300,128749,11614114795456588942
301,128750,401166080773159861
302,128751,13683200622985647893
303,128752,7322730332832567184
304,128753,9584589426254718954
305,128754,8563010279164311276
